name,code
네오디안테크놀로지,072770
넥스지,081970
뉴파워프라즈마,144960
대림제지,017650
대명코퍼레이션,007720
대양전기공업,108380
대주전자재료,078600
대진디엠피,065690
동아엘텍,088130
동양피엔에프,104460
드래곤플라이,030350
디에스케이,109740
디에스티로봇,090710
디지아이,043360
루미마이크로,082800
룽투코리아,060240
리노공업,058470
메가스터디교육,215200
메디포스트,078160
멕아이씨에스,058110
모베이스,101330
모아텍,033200
미스터블루,207760
바른테크놀로지,029480
바텍,043150
보광산업,225530
보령메디앙스,014100
비에이치아이,083650
삼원테크,073640
삼일,032280
삼진엘앤디,054090
상신이디피,091580
상지카일룸,042940
새로닉스,042600
서산,079650
서연전자,012860
서원인텍,093920
서진오토모티브,122690
서플러스글로벌,140070
선익시스템,171090
세운메디칼,100700
세원물산,024830
셀바스헬스케어,208370
쇼박스,086980
슈프리마,236200
쎄니트,037760
씨엠에스에듀,225330
씨티엘,036170
아바코,083930
아세아텍,050860
아스타,246720
아이디스홀딩스,054800
아이센스,099190
아이오케이,078860
아트라스BX,023890
알톤스포츠,123750
액션스퀘어,205500
에스아이리소스,065420
에스앤더블류,103230
에스에프씨,112240
에스티아이,039440
에스티오,098660
에이스테크,088800
에이치엘사이언스,239610
에이치엠씨3호스팩,226340
에이치케이,044780
에코프로,086520
에프티이앤이,065160
엔브이에이치코리아,067570
엔피케이,048830
엘디티,096870
엘비세미콘,061970
엠케이전자,033160
영화테크,265560
오가닉티코스메틱,900300
오디텍,080520
오로라,039830
오리콤,010470
옵티시스,109080
와이비엠넷,057030
와이엔텍,067900
우리이앤엘,153490
우리조명,037400
우원개발,046940
우주일렉트로,065680
위닉스,044340
위즈코프,038620
윈하이텍,192390
유니크,011320
유바이오로직스,206650
유지인트,195990
유진스팩3호,221200
이라이콤,041520
이베스트투자증권,078020
이에스에이,052190
이엘피,063760
이지바이오,035810
이지웰페어,090850
인선이엔티,060150
인크로스,216050
인텍플러스,064290
인포마크,175140
제로투세븐,159580
제이엠아이,033050
제이엠티,094970
제주반도체,080220
젬백스테크놀러지,041590
조이맥스,101730
지엠피,018290
캐스텍코리아,071850
캠시스,050110
케어젠,214370
케이씨티,089150
케이씨피드,025880
코다코,046070
코디엠,224060
코스온,069110
토비스,051360
파인디지털,038950
펩트론,087010
포스코 ICT,022100
피제이전자,006140
픽셀플러스,087600
하나마이크론,067310
하이에이아이1호스팩,235010
하이제3호스팩,217500
하츠,066130
핸디소프트,220180
화성밸브,039610
화신테크,086250
휴온스,243070
흥국에프엔비,189980
구름게임즈앤컴퍼니,223220
굿센,243870
나눔테크,244880
네추럴FNP,086220
노브메타파마,229500
로보쓰리,238500
메디안디노스틱,233250
메디젠휴먼케어,236340
명진홀딩스,267060
미디어젠,279600
미코나노바이오시스,214610
바이오프로테크,199290
스템랩,258540
씨케이컴퍼니,235090
에스엘에스바이오,246250
에이치엔에스하이텍,044990
오백볼트,227420
이비테크,208850
지성이씨에스,138290
카이노스메드,220250
케미메디,205290
케이엠제약,237720
플렉스파워에이더블유에스,266870
한국비엔씨,226610
BGF리테일,282330
CS홀딩스,000590
DB,012030
GS글로벌,001250
JB금융지주,175330
KPX그린케미칼,083420
KPX홀딩스,092230
KTcs,058850
LG,003550
SH에너지화학,002360
SIMPAC,009160
SK증권,001510
경동나비엔,009450
경방,000050
경인전자,009140
광명전기,017040
국도화학,007690
금양,001570
금호산업,002990
남영비비안,002070
노루페인트,090350
대한전선,001440
도화엔지니어링,002150
동아타이어,282690
동양물산기업,002900
두산건설,011160
두산엔진,082740
락앤락,115390
롯데손해보험,000400
롯데제과,280360
메리츠화재,000060
무학,033920
미래산업,025560
미래아이앤지,007120
부국철강,026940
부산도시가스,015350
사조산업,007160
삼성증권,016360
삼아알미늄,006110
삼양사,145990
서울식품공업,004410
성문전자,014910
세방,004360
세방전지,004490
세아홀딩스,058650
신세계,004170
신영증권,001720
아세아,002030
알보젠코리아,002250
에쓰씨엔지니어링,023960
에이블씨엔씨,078520
엔케이,085310
영보화학,014440
영원무역홀딩스,009970
영화금속,012280
오리온홀딩스,001800
웅진씽크빅,095720
유니드,014830
유엔젤,072130
유화증권,003460
이연제약,102460
인천도시가스,034590
일진전기,103590
자화전자,033240
전방,000950
제이준코스메틱,025620
제주항공,089590
조광피혁,004700
조비,001550
진양홀딩스,100250
케이씨티시,009070
코리아써키트,007810
코아스,071950
코오롱플라스틱,138490
태경산업,015890
태광산업,003240
태영건설,009410
태원물산,001420
파미셀,005690
포스코,005490
풍산홀딩스,005810
하이트론씨스템즈,019490
하이트진로,000080
한국ANKOR유전,152550
한국금융지주,071050
한국자산신탁,123890
한국주강,025890
한국카본,017960
한국타이어,161390
한국항공우주,047810
한농화성,011500
한미반도체,042700
한미약품,128940
한섬,020000
한솔케미칼,014680
한창제지,009460
한화테크윈,012450
현대모비스,012330
현대자동차,005380
현대코퍼레이션홀딩스,227840
화인베스틸,133820
휴비스,079980
APS홀딩스,054620
CJ E&M,130960
CMG제약,058820
EG,037370
GST,083450
IBKS제6호스팩,264850
ISC,095340
KCI,036670
KG이니시스,035600
NE능률,053290
NICE평가정보,030190
SK바이오랜드,052260
YTN,040300
고려반도체,089890
고려제약,014570
광진실업,026910
나노엔텍,039860
나이스디앤비,130580
남화토건,091590
넥스트바이오홀딩스,051980
넥슨지티,041140
녹십자셀,031390
누리텔레콤,040160
다원시스,068240
대성창투,027830
대창스틸,140520
더블유게임즈,192080
동부스팩5호,281740
동성화인텍,033500
동우팜투테이블,088910
두올산업,078590
드림시큐리티,203650
디딤,217620
디비케이,073190
디알텍,214680
디엠씨,101000
디지탈옵틱,106520
디케이락,105740
디티앤씨,187220
램테크놀러지,171010
로보로보,215100
로체시스템즈,071280
리드코프,012700
마이크로컨텍솔,098120
매일유업,267980
매직마이크로,127160
맥스로텍,141070
메가엠디,133750
메이슨캐피탈,021880
메카로,241770
모바일어플라이언스,087260
모트렉스,118990
미래생명자원,218150
민앤지,214180
바른손이앤에이,035620
바이오제네틱스,044480
바이온,032980
백금T&A,046310
베셀,177350
블루콤,033560
비에이치,090460
삼강엠앤티,100090
삼아제약,009300
서린바이오,038070
서암기계공업,100660
서울반도체,046890
서희건설,035890
성도이엔지,037350
성호전자,043260
세보엠이씨,011560
세종텔레콤,036630
세진티에스,067770
세코닉스,053450
세화피앤씨,252500
솔트웍스,230980
스킨앤스킨,159910
스튜디오드래곤,253450
시그네틱스,033170
시노펙스,025320
신라젠,215600
신스타임즈,056000
신흥에스이씨,243840
실리콘웍스,108320
심텍,222800
쎌바이오텍,049960
쏠리드,050890
씨앤지하이테크,264660
씨큐브,101240
아비코전자,036010
아스트,067390
아시아경제,127710
아이쓰리시스템,214430
아이엠텍,226350
안트로젠,065660
알에프세미,096610
에스씨디,042110
에스트래픽,234300
에이디칩스,054630
에이치시티,072990
에치디프로,214870
에코바이오,038870
에프앤리퍼블릭,064090
엑세스바이오,950130
엘앤케이바이오,156100
엘엠에스,073110
엘티씨,170920
엠젠플러스,032790
오공,045060
오스템임플란트,048260
옴니텔,057680
와이디온라인,052770
와이엠씨,155650
와이오엠,066430
우노앤컴퍼니,114630
우리이티아이,082850
우정비에스씨,215380
우진비앤지,018620
원익큐브,014190
월덱스,101160
위지트,036090
유니테크노,241690
유비케어,032620
유테크,178780
이노와이어리스,073490
이엑스티,226360
이즈미디어,181340
이트론,096040
이화공영,001840
인지디스플레,037330
인트론바이오,048530
일야,058450
일지테크,019540
일진파워,094820
자연과환경,043910
제넥신,095700
제닉,123330
제이티,089790
제일테크노스,038010
제일홀딩스,003380
진매트릭스,109820
차바이오텍,085660
케이디켐,221980
케이피에프,024880
코메론,049430
코센,009730
코엔텍,029960
쿠첸,225650
키움스팩4호,226850
태웅,044490
테크윙,089030
트루윈,105550
티비씨,033830
파인텍,131760
포비스티앤씨,016670
풍강,093380
풍국주정,023900
퓨전데이타,195440
퓨쳐켐,220100
프로스테믹스,203690
피앤이솔루션,131390
필링크,064800
하이록코리아,013030
한국정보공학,039740
한국제5호스팩,271740
한솔시큐어,070300
한솔씨앤피,221610
한양디지텍,078350
한일단조,024740
한창산업,079170
해성산업,034810
해성옵틱스,076610
헝셩그룹,900270
관악산업,076340
두원석재,270020
루켄테크놀러지스,162120
앙츠,267810
에스엔피제네틱스,086460
에이원알폼,234070
엠앤씨생명과학,225860
유투바이오,221800
인카금융서비스,211050
전우정밀,120780
젠큐릭스,229000
지노믹트리,228760
코셋,189350
태양기계,116100
판도라티비,202960
하우동천,233990
BGF,027410
CJ헬로,037560
DB금융투자,016610
KISCO홀딩스,001940
LG생활건강,051900
LG유플러스,032640
LG전자,066570
LS네트웍스,000680
NHN엔터테인먼트,181710
S&TC,100840
S-Oil,010950
SK케미칼,285130
YG PLUS,037270
경동인베스트,012320
고려제강,002240
광동제약,009290
국보,001140
금비,008870
금호전기,001210
금호타이어,073240
남양유업,003920
다우인큐브,020120
대림씨엔에스,004440
대원강업,000430
대원제약,003220
대한화섬,003830
도레이케미칼,008000
동방,004140
동부제철,016380
동성제약,002210
동아에스텍,058730
동양생명,082640
동원금속,018500
동일고무벨트,163560
디아이,003160
롯데쇼핑,023530
롯데지주,004990
무림P&P,009580
백광소재,014580
베트남개발1,096300
비상교육,100220
사조동아원,008040
삼광글라스,005090
삼성전기,009150
삼성전자,005930
삼성카드,029780
삼호,001880
상신브레이크,041650
샘표,007540
서원,021050
세기상사,002420
세원정공,021820
신세계건설,034300
신화실업,001770
아비스타,090370
아이마켓코리아,122900
에넥스,011090
에스엘,005850
에이리츠,140910
에이프로젠KIC,007460
엔피씨,004250
영원무역,111770
영풍제지,006740
영흥철강,012160
우리들제약,004720
유성기업,002920
이화산업,000760
일동제약,249420
일양약품,007570
제이에스코퍼레이션,194370
제일연마,001560
제주은행,006220
조흥,002600
주연테크,044380
지엠비코리아,013870
진양화학,051630
진에어,272450
진흥기업,002780
천일고속,000650
케이씨,029460
케이티스카이라이프,053210
코스맥스,192820
코스맥스비티아이,044820
코스모신소재,005070
콤텍시스템,031820
크라운해태홀딩스,005740
티비에이치글로벌,084870
퍼스텍,010820
풀무원,017810
하나투어,039130
하이골드3호,153360
한국석유공업,004090
한국유리공업,002000
한국특수형강,007280
한국프랜지공업,010100
한라홀딩스,060980
한양증권,001750
한일시멘트,003300
한전KPS,051600
한진중공업,097230
한창,005110
현대건설,000720
현대미포조선,010620
현대차투자증권,001500
휠라코리아,081660
AP위성,211270
DMS,068790
EMW,079190
IBKS제7호스팩,276920
KNN,058400
KTH,036030
SFA반도체,036540
SGA솔루션즈,184230
SKC 솔믹스,057500
SM C&C,048550
TJ미디어,032540
TPC,048770
가비아,079940
경동제약,011040
나라엠앤디,051490
네패스,033640
넥스트아이,137940
넷게임즈,225570
녹십자랩셀,144510
대동스틸,048470
대성엘텍,025440
대원미디어,048910
대한과학,131220
대화제약,067080
덕산네오룩스,213420
덕우전자,263600
동국S&C,100130
동국알앤에스,075970
동방선기,099410
동양이엔피,079960
동일철강,023790
동진쎄미켐,005290
디엔에프,092070
디지틀조선,033130
레이젠,047440
링네트,042500
모바일리더,100030
미래컴퍼니,049950
미투온,201490
바이로메드,084990
버추얼텍,036620
부스타,008470
비씨월드제약,200780
비엠티,086670
삼보산업,009620
삼영이엔씨,065570
삼진,032750
삼천당제약,000250
삼표시멘트,038500
서연탑메탈,019770
서전기전,189860
서호전기,065710
선광,003100
성우테크론,045300
세동,053060
세원,234100
수성,084180
스틸플라워,087220
신신제약,002800
신영스팩2호,225590
쎄노텍,222420
씨그널엔터테인먼트그룹,099830
아리온,058220
아모텍,052710
아이엠,101390
아이티센,124500
아진산업,013310
알에스오토메이션,140670
에머슨퍼시픽,025980
에스디시스템,121890
에스마크,030270
에스앤에스텍,101490
에스에너지,095910
에스에이티,060540
에스엔피월드,263920
에스엠코어,007820
에스와이패널,109610
에스텍,069510
에스텍파마,041910
에스티큐브,052020
에스피지,058610
에프에스티,036810
엔에이치스팩10호,256630
엘아이에스,138690
엘앤에프,066970
엘컴텍,037950
엠에스씨,009780
엠에스오토텍,123040
오르비텍,046120
오리엔탈정공,014940
오리엔트정공,065500
오이솔루션,138080
와이솔,122990
와토스코리아,079000
우리기술투자,041190
위메이드,112040
유라테크,048430
유비쿼스홀딩스,078070
유진로봇,056080
이-글 벳,044960
이노인스트루먼트,215790
이미지스,115610
이베스트스팩3호,225440
이상네트웍스,080010
이엔에프테크놀로지,102710
이엠코리아,095190
인성정보,033230
인터플렉스,051370
인포뱅크,039290
일경산업개발,078940
자이글,234920
정산애강,022220
정원엔시스,045510
제너셈,217190
제이씨케미칼,137950
젬백스,082270
조아제약,034940
지란지교시큐리티,208350
지엘팜텍,204840
지트리비앤티,115450
진양제약,007370
차이나그레이트,900040
차이나하오란,900090
참좋은여행,094850
체리부로,066360
컴투스,078340
케이사인,192250
케이에스피,073010
코리아나,027050
코오롱생명과학,102940
크리스탈,083790
탑엔지니어링,065130
태양,053620
텍셀네트컴,038540
텔레칩스,054450
텔레필드,091440
토필드,057880
톱텍,108230
투윈글로벌,066410
티피씨글로벌,130740
파라텍,033540
팬엔터테인먼트,068050
푸른저축은행,007330
플랜티넷,075130
피씨엘,241820
하나머티리얼즈,166090
하림홀딩스,024660
한국전자인증,041460
한국정보인증,053300
한일사료,005860
한화수성스팩,265920
한화에이스스팩4호,279410
해덕파워웨이,102210
행남자기,008800
현대정보기술,026180
현진소재,053660
형지I&C,011080
홈캐스트,064240
화신정공,126640
효성오앤비,097870
대동고려삼,178600
데카시스템,183410
본느,242420
빅텐츠,210120
세종머티리얼즈,135270
소프트캠프,210610
썬테크,217320
씨이랩,189330
이에스산업,241510
인프라웨어테크놀러지,247300
지오씨,135160
피시피아비아이티,258250
피엔에이치테크,239890
KEC,092220
LF,093050
NH투자증권,005940
S&T모티브,064960
SK,034730
SK네트웍스,001740
SK이노베이션,096770
경동도시가스,267290
경보제약,214390
계룡건설산업,013580
고려아연,010130
금호석유화학,011780
넥센,005720
녹십자홀딩스,005250
농심,004370
대덕GDS,004130
대상,001680
대성산업,128820
대성에너지,117580
대유플러스,000300
대한방직,001070
대한제당,001790
대현,016090
대호에이엘,069460
덕성,004830
동남합성,023450
동서,026960
동성화학,005190
동아쏘시오홀딩스,000640
동양,001520
동양철관,008970
동양피스톤,092780
동원,003580
동일산업,004890
동일제강,002690
디와이파워,210540
디피씨,026890
롯데하이마트,071840
만도,204320
모두투어리츠,204210
무림페이퍼,009200
백광산업,001340
백산,035150
부산산업,011390
부산주공,005030
사조대림,003960
사조씨푸드,014710
삼성바이오로직스,207940
삼성출판사,068290
삼양패키징,272550
삼원강재,023000
삼익THK,004380
서연이화,200880
세이브존I&C,067830
송원산업,004430
신대양제지,016590
신라교역,004970
신성이엔지,011930
신세계I&C,035510
신원,009270
신일산업,002700
아이엔지생명,079440
오리엔트바이오,002630
용평리조트,070960
우리은행,000030
윌비스,008600
유나이티드,033270
유니온,000910
유수홀딩스,000700
인디에프,014990
일정실업,008500
종근당홀딩스,001630
지코,010580
쿠쿠홈시스,284740
태양금속공업,004100
테이팩스,055490
티에이치엔,019180
팀스,134790
팜스코,036580
퍼시스,016800
평화산업,090080
필룩스,033180
하나니켈2호,099350
하이트진로홀딩스,000140
한국내화,010040
한국단자공업,025540
한라,014790
한솔피엔에스,010420
한솔홈데코,025750
한익스프레스,014130
한진중공업홀딩스,003480
한화생명,088350
현대로템,064350
현대중공업,009540
3S,060310
AP시스템,265520
C&S자산관리,032040
CNH,023460
CSA 코스믹,083660
DSC인베스트먼트,241520
KMH하이텍,052900
KT서브마린,060370
NEW,160550
SBI핀테크솔루션즈,950110
SG,255220
YW,051390
강스템바이오텍,217730
게임빌,063080
골드퍼시픽,038530
골프존,215000
광진윈텍,090150
기산텔레콤,035460
네오위즈,095660
네이처셀,007390
넥스턴,089140
넥스트BT,065170
뉴프라이드,900100
닉스테크,222810
다믈멀티미디어,093640
다우데이타,032190
대동금속,020400
대동기어,008830
대양제지,006580
대원,007680
대유위니아,071460
대한광통신,010170
덕신하우징,090410
동국산업,005160
동국제약,086450
동아화성,041930
동양에스텍,060380
동양파일,228340
